instance,method,args
347 24 30729 993 829 2344 2318 2662 2683 2623 2639 2804 2814 2704 2719 1617 1614 1096 1193 1540 1556 2133 2200 2983 2985 2708 2697 1667 1779 1770 1655 2570 2555 2702 2680 2559 2524 1878 1774 2900 2897 2622 2594 2881 2883 445 459 2717 2690 2525 2508,solve_branch_bound,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
347 24 30729 993 829 2344 2318 2662 2683 2623 2639 2804 2814 2704 2719 1617 1614 1096 1193 1540 1556 2133 2200 2983 2985 2708 2697 1667 1779 1770 1655 2570 2555 2702 2680 2559 2524 1878 1774 2900 2897 2622 2594 2881 2883 445 459 2717 2690 2525 2508,solve_greedy,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
347 24 30729 993 829 2344 2318 2662 2683 2623 2639 2804 2814 2704 2719 1617 1614 1096 1193 1540 1556 2133 2200 2983 2985 2708 2697 1667 1779 1770 1655 2570 2555 2702 2680 2559 2524 1878 1774 2900 2897 2622 2594 2881 2883 445 459 2717 2690 2525 2508,solve_dynamic_cost,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
348 24 26767 1242 1235 2809 2822 2300 2297 1179 1346 2926 2921 2764 2746 2476 2446 1476 1397 2123 2185 1101 1159 1311 1322 1360 1355 2999 2999 1307 1303 1437 1454 1784 1858 1296 1314 2293 2244 2595 2570 1233 1164 2762 2771 758 751 2928 2921 2093 2023,solve_bruteforce,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
348 24 26767 1242 1235 2809 2822 2300 2297 1179 1346 2926 2921 2764 2746 2476 2446 1476 1397 2123 2185 1101 1159 1311 1322 1360 1355 2999 2999 1307 1303 1437 1454 1784 1858 1296 1314 2293 2244 2595 2570 1233 1164 2762 2771 758 751 2928 2921 2093 2023,solve_branch_bound,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
348 24 26767 1242 1235 2809 2822 2300 2297 1179 1346 2926 2921 2764 2746 2476 2446 1476 1397 2123 2185 1101 1159 1311 1322 1360 1355 2999 2999 1307 1303 1437 1454 1784 1858 1296 1314 2293 2244 2595 2570 1233 1164 2762 2771 758 751 2928 2921 2093 2023,solve_greedy,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
348 24 26767 1242 1235 2809 2822 2300 2297 1179 1346 2926 2921 2764 2746 2476 2446 1476 1397 2123 2185 1101 1159 1311 1322 1360 1355 2999 2999 1307 1303 1437 1454 1784 1858 1296 1314 2293 2244 2595 2570 1233 1164 2762 2771 758 751 2928 2921 2093 2023,solve_dynamic_cost,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
349 24 27367 2288 2303 2312 2273 2629 2641 2847 2847 1464 1317 2548 2532 2439 2484 1925 1906 1467 1569 1521 1641 543 719 2164 2224 2217 2250 922 1046 1059 1110 1862 1775 2402 2363 1212 1262 2451 2447 2783 2768 1518 1401 1641 1712 2533 2562 2848 2834,solve_bruteforce,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
349 24 27367 2288 2303 2312 2273 2629 2641 2847 2847 1464 1317 2548 2532 2439 2484 1925 1906 1467 1569 1521 1641 543 719 2164 2224 2217 2250 922 1046 1059 1110 1862 1775 2402 2363 1212 1262 2451 2447 2783 2768 1518 1401 1641 1712 2533 2562 2848 2834,solve_branch_bound,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
349 24 27367 2288 2303 2312 2273 2629 2641 2847 2847 1464 1317 2548 2532 2439 2484 1925 1906 1467 1569 1521 1641 543 719 2164 2224 2217 2250 922 1046 1059 1110 1862 1775 2402 2363 1212 1262 2451 2447 2783 2768 1518 1401 1641 1712 2533 2562 2848 2834,solve_greedy,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
349 24 27367 2288 2303 2312 2273 2629 2641 2847 2847 1464 1317 2548 2532 2439 2484 1925 1906 1467 1569 1521 1641 543 719 2164 2224 2217 2250 922 1046 1059 1110 1862 1775 2402 2363 1212 1262 2451 2447 2783 2768 1518 1401 1641 1712 2533 2562 2848 2834,solve_dynamic_cost,-I 340 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c corr
350 24 29638 2322 2390 2868 2881 2902 2912 2603 2643 1492 1643 2938 2944 2343 2409 2523 2571 697 927 1991 2092 2536 2583 2082 2174 2129 2216 1156 1340 2922 2930 2325 2392 2546 2592 2398 2458 2464 2518 1719 1847 2258 2333 754 978 1604 1743 1973 2076,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
350 24 29638 2322 2390 2868 2881 2902 2912 2603 2643 1492 1643 2938 2944 2343 2409 2523 2571 697 927 1991 2092 2536 2583 2082 2174 2129 2216 1156 1340 2922 2930 2325 2392 2546 2592 2398 2458 2464 2518 1719 1847 2258 2333 754 978 1604 1743 1973 2076,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
350 24 29638 2322 2390 2868 2881 2902 2912 2603 2643 1492 1643 2938 2944 2343 2409 2523 2571 697 927 1991 2092 2536 2583 2082 2174 2129 2216 1156 1340 2922 2930 2325 2392 2546 2592 2398 2458 2464 2518 1719 1847 2258 2333 754 978 1604 1743 1973 2076,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
350 24 29638 2322 2390 2868 2881 2902 2912 2603 2643 1492 1643 2938 2944 2343 2409 2523 2571 697 927 1991 2092 2536 2583 2082 2174 2129 2216 1156 1340 2922 2930 2325 2392 2546 2592 2398 2458 2464 2518 1719 1847 2258 2333 754 978 1604 1743 1973 2076,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
351 24 27610 498 748 2070 2163 2063 2157 2918 2926 1060 1254 1813 1932 2313 2382 2483 2535 1914 2023 2582 2624 2851 2866 2699 2729 2252 2327 2961 2965 947 1152 2567 2610 1508 1657 548 794 2901 2911 580 822 1917 2026 2131 2218 2616 2655 1826 1943,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
351 24 27610 498 748 2070 2163 2063 2157 2918 2926 1060 1254 1813 1932 2313 2382 2483 2535 1914 2023 2582 2624 2851 2866 2699 2729 2252 2327 2961 2965 947 1152 2567 2610 1508 1657 548 794 2901 2911 580 822 1917 2026 2131 2218 2616 2655 1826 1943,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
351 24 27610 498 748 2070 2163 2063 2157 2918 2926 1060 1254 1813 1932 2313 2382 2483 2535 1914 2023 2582 2624 2851 2866 2699 2729 2252 2327 2961 2965 947 1152 2567 2610 1508 1657 548 794 2901 2911 580 822 1917 2026 2131 2218 2616 2655 1826 1943,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
351 24 27610 498 748 2070 2163 2063 2157 2918 2926 1060 1254 1813 1932 2313 2382 2483 2535 1914 2023 2582 2624 2851 2866 2699 2729 2252 2327 2961 2965 947 1152 2567 2610 1508 1657 548 794 2901 2911 580 822 1917 2026 2131 2218 2616 2655 1826 1943,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
352 24 29081 2042 2138 1644 1780 2915 2924 2462 2516 87 378 1680 1812 2340 2406 2711 2740 2162 2246 2245 2321 1518 1666 1769 1893 2730 2757 2820 2838 2121 2209 2386 2447 1180 1362 2893 2903 2458 2512 1195 1376 1567 1710 2663 2697 2901 2911 2088 2180,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
352 24 29081 2042 2138 1644 1780 2915 2924 2462 2516 87 378 1680 1812 2340 2406 2711 2740 2162 2246 2245 2321 1518 1666 1769 1893 2730 2757 2820 2838 2121 2209 2386 2447 1180 1362 2893 2903 2458 2512 1195 1376 1567 1710 2663 2697 2901 2911 2088 2180,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
352 24 29081 2042 2138 1644 1780 2915 2924 2462 2516 87 378 1680 1812 2340 2406 2711 2740 2162 2246 2245 2321 1518 1666 1769 1893 2730 2757 2820 2838 2121 2209 2386 2447 1180 1362 2893 2903 2458 2512 1195 1376 1567 1710 2663 2697 2901 2911 2088 2180,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
352 24 29081 2042 2138 1644 1780 2915 2924 2462 2516 87 378 1680 1812 2340 2406 2711 2740 2162 2246 2245 2321 1518 1666 1769 1893 2730 2757 2820 2838 2121 2209 2386 2447 1180 1362 2893 2903 2458 2512 1195 1376 1567 1710 2663 2697 2901 2911 2088 2180,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
353 24 25734 1162 1346 2894 2905 1046 1242 808 1027 1310 1479 1512 1661 800 1020 2015 2113 2632 2669 1844 1960 2611 2650 2927 2934 1499 1649 1793 1914 2871 2884 1461 1615 2218 2296 1038 1234 934 1141 1893 2003 2516 2564 2136 2222 2928 2935 1907 2016,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
353 24 25734 1162 1346 2894 2905 1046 1242 808 1027 1310 1479 1512 1661 800 1020 2015 2113 2632 2669 1844 1960 2611 2650 2927 2934 1499 1649 1793 1914 2871 2884 1461 1615 2218 2296 1038 1234 934 1141 1893 2003 2516 2564 2136 2222 2928 2935 1907 2016,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
353 24 25734 1162 1346 2894 2905 1046 1242 808 1027 1310 1479 1512 1661 800 1020 2015 2113 2632 2669 1844 1960 2611 2650 2927 2934 1499 1649 1793 1914 2871 2884 1461 1615 2218 2296 1038 1234 934 1141 1893 2003 2516 2564 2136 2222 2928 2935 1907 2016,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
353 24 25734 1162 1346 2894 2905 1046 1242 808 1027 1310 1479 1512 1661 800 1020 2015 2113 2632 2669 1844 1960 2611 2650 2927 2934 1499 1649 1793 1914 2871 2884 1461 1615 2218 2296 1038 1234 934 1141 1893 2003 2516 2564 2136 2222 2928 2935 1907 2016,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
354 24 27710 881 1093 2926 2934 1186 1368 1475 1628 1619 1757 2476 2529 1686 1817 1025 1223 2872 2885 2743 2769 2293 2364 1646 1782 1233 1410 2961 2965 903 1112 2678 2710 1806 1926 2778 2800 1864 1978 1478 1630 2774 2796 1960 2064 2132 2219 2797 2817,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
354 24 27710 881 1093 2926 2934 1186 1368 1475 1628 1619 1757 2476 2529 1686 1817 1025 1223 2872 2885 2743 2769 2293 2364 1646 1782 1233 1410 2961 2965 903 1112 2678 2710 1806 1926 2778 2800 1864 1978 1478 1630 2774 2796 1960 2064 2132 2219 2797 2817,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
354 24 27710 881 1093 2926 2934 1186 1368 1475 1628 1619 1757 2476 2529 1686 1817 1025 1223 2872 2885 2743 2769 2293 2364 1646 1782 1233 1410 2961 2965 903 1112 2678 2710 1806 1926 2778 2800 1864 1978 1478 1630 2774 2796 1960 2064 2132 2219 2797 2817,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
354 24 27710 881 1093 2926 2934 1186 1368 1475 1628 1619 1757 2476 2529 1686 1817 1025 1223 2872 2885 2743 2769 2293 2364 1646 1782 1233 1410 2961 2965 903 1112 2678 2710 1806 1926 2778 2800 1864 1978 1478 1630 2774 2796 1960 2064 2132 2219 2797 2817,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
355 24 31055 1857 1971 1995 2096 2981 2983 2768 2791 2474 2527 2694 2725 2060 2154 808 1027 2600 2640 2734 2760 2983 2985 1449 1604 2698 2728 2556 2600 2393 2454 2227 2304 2602 2642 1711 1840 2921 2929 1483 1635 2230 2307 2297 2367 2713 2742 775 998,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
355 24 31055 1857 1971 1995 2096 2981 2983 2768 2791 2474 2527 2694 2725 2060 2154 808 1027 2600 2640 2734 2760 2983 2985 1449 1604 2698 2728 2556 2600 2393 2454 2227 2304 2602 2642 1711 1840 2921 2929 1483 1635 2230 2307 2297 2367 2713 2742 775 998,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
355 24 31055 1857 1971 1995 2096 2981 2983 2768 2791 2474 2527 2694 2725 2060 2154 808 1027 2600 2640 2734 2760 2983 2985 1449 1604 2698 2728 2556 2600 2393 2454 2227 2304 2602 2642 1711 1840 2921 2929 1483 1635 2230 2307 2297 2367 2713 2742 775 998,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
355 24 31055 1857 1971 1995 2096 2981 2983 2768 2791 2474 2527 2694 2725 2060 2154 808 1027 2600 2640 2734 2760 2983 2985 1449 1604 2698 2728 2556 2600 2393 2454 2227 2304 2602 2642 1711 1840 2921 2929 1483 1635 2230 2307 2297 2367 2713 2742 775 998,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
356 24 30817 1978 2080 2095 2186 2904 2913 2896 2906 2128 2215 1000 1200 2670 2703 2311 2380 2532 2578 1901 2011 2271 2344 2278 2350 2490 2541 2632 2669 2929 2937 2177 2259 2831 2848 2174 2257 2036 2133 2717 2746 1205 1385 1032 1229 2544 2589 1864 1978,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
356 24 30817 1978 2080 2095 2186 2904 2913 2896 2906 2128 2215 1000 1200 2670 2703 2311 2380 2532 2578 1901 2011 2271 2344 2278 2350 2490 2541 2632 2669 2929 2937 2177 2259 2831 2848 2174 2257 2036 2133 2717 2746 1205 1385 1032 1229 2544 2589 1864 1978,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
356 24 30817 1978 2080 2095 2186 2904 2913 2896 2906 2128 2215 1000 1200 2670 2703 2311 2380 2532 2578 1901 2011 2271 2344 2278 2350 2490 2541 2632 2669 2929 2937 2177 2259 2831 2848 2174 2257 2036 2133 2717 2746 1205 1385 1032 1229 2544 2589 1864 1978,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
356 24 30817 1978 2080 2095 2186 2904 2913 2896 2906 2128 2215 1000 1200 2670 2703 2311 2380 2532 2578 1901 2011 2271 2344 2278 2350 2490 2541 2632 2669 2929 2937 2177 2259 2831 2848 2174 2257 2036 2133 2717 2746 1205 1385 1032 1229 2544 2589 1864 1978,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
357 24 25780 2393 2454 1445 1601 2904 2914 1226 1404 1881 1993 2941 2947 2160 2244 1346 1512 824 1041 2841 2857 2496 2546 553 798 2180 2262 2202 2281 350 615 698 928 2407 2466 1420 1578 2588 2629 1843 1958 2585 2627 1457 1611 2024 2122 2071 2164,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
357 24 25780 2393 2454 1445 1601 2904 2914 1226 1404 1881 1993 2941 2947 2160 2244 1346 1512 824 1041 2841 2857 2496 2546 553 798 2180 2262 2202 2281 350 615 698 928 2407 2466 1420 1578 2588 2629 1843 1958 2585 2627 1457 1611 2024 2122 2071 2164,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
357 24 25780 2393 2454 1445 1601 2904 2914 1226 1404 1881 1993 2941 2947 2160 2244 1346 1512 824 1041 2841 2857 2496 2546 553 798 2180 2262 2202 2281 350 615 698 928 2407 2466 1420 1578 2588 2629 1843 1958 2585 2627 1457 1611 2024 2122 2071 2164,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
357 24 25780 2393 2454 1445 1601 2904 2914 1226 1404 1881 1993 2941 2947 2160 2244 1346 1512 824 1041 2841 2857 2496 2546 553 798 2180 2262 2202 2281 350 615 698 928 2407 2466 1420 1578 2588 2629 1843 1958 2585 2627 1457 1611 2024 2122 2071 2164,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
358 24 27334 888 1099 1068 1261 999 1199 1898 2008 2544 2590 1661 1795 2215 2293 2857 2872 1680 1812 2940 2946 837 1053 2882 2894 2239 2315 2811 2830 2081 2173 2004 2104 671 904 1964 2068 2857 2872 1691 1822 1780 1902 1991 2092 2374 2437 2606 2646,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
358 24 27334 888 1099 1068 1261 999 1199 1898 2008 2544 2590 1661 1795 2215 2293 2857 2872 1680 1812 2940 2946 837 1053 2882 2894 2239 2315 2811 2830 2081 2173 2004 2104 671 904 1964 2068 2857 2872 1691 1822 1780 1902 1991 2092 2374 2437 2606 2646,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
358 24 27334 888 1099 1068 1261 999 1199 1898 2008 2544 2590 1661 1795 2215 2293 2857 2872 1680 1812 2940 2946 837 1053 2882 2894 2239 2315 2811 2830 2081 2173 2004 2104 671 904 1964 2068 2857 2872 1691 1822 1780 1902 1991 2092 2374 2437 2606 2646,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
358 24 27334 888 1099 1068 1261 999 1199 1898 2008 2544 2590 1661 1795 2215 2293 2857 2872 1680 1812 2940 2946 837 1053 2882 2894 2239 2315 2811 2830 2081 2173 2004 2104 671 904 1964 2068 2857 2872 1691 1822 1780 1902 1991 2092 2374 2437 2606 2646,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
359 24 27490 1618 1757 1301 1471 1163 1347 2663 2696 2616 2654 2661 2695 499 749 2704 2734 1562 1706 1592 1733 919 1127 2693 2724 1553 1698 2664 2698 2146 2232 2680 2712 993 1194 1114 1303 2662 2696 2804 2824 2565 2609 1617 1755 2213 2292 2808 2827,solve_bruteforce,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
359 24 27490 1618 1757 1301 1471 1163 1347 2663 2696 2616 2654 2661 2695 499 749 2704 2734 1562 1706 1592 1733 919 1127 2693 2724 1553 1698 2664 2698 2146 2232 2680 2712 993 1194 1114 1303 2662 2696 2804 2824 2565 2609 1617 1755 2213 2292 2808 2827,solve_branch_bound,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
359 24 27490 1618 1757 1301 1471 1163 1347 2663 2696 2616 2654 2661 2695 499 749 2704 2734 1562 1706 1592 1733 919 1127 2693 2724 1553 1698 2664 2698 2146 2232 2680 2712 993 1194 1114 1303 2662 2696 2804 2824 2565 2609 1617 1755 2213 2292 2808 2827,solve_greedy,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
359 24 27490 1618 1757 1301 1471 1163 1347 2663 2696 2616 2654 2661 2695 499 749 2704 2734 1562 1706 1592 1733 919 1127 2693 2724 1553 1698 2664 2698 2146 2232 2680 2712 993 1194 1114 1303 2662 2696 2804 2824 2565 2609 1617 1755 2213 2292 2808 2827,solve_dynamic_cost,-I 350 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.575 -c strong
360 24 52110 2322 738 1587 1898 2902 1820 2466 2207 2603 1492 1425 1767 2938 686 997 2269 2343 2523 2954 276 1991 2536 2341 317 2129 27 1725 8 2922 1270 875 719 2546 178 2129 1054 2258 716 2409 2070 754 652 2542 592 1973 1302 498 2070,solve_bruteforce,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
360 24 52110 2322 738 1587 1898 2902 1820 2466 2207 2603 1492 1425 1767 2938 686 997 2269 2343 2523 2954 276 1991 2536 2341 317 2129 27 1725 8 2922 1270 875 719 2546 178 2129 1054 2258 716 2409 2070 754 652 2542 592 1973 1302 498 2070,solve_branch_bound,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
360 24 52110 2322 738 1587 1898 2902 1820 2466 2207 2603 1492 1425 1767 2938 686 997 2269 2343 2523 2954 276 1991 2536 2341 317 2129 27 1725 8 2922 1270 875 719 2546 178 2129 1054 2258 716 2409 2070 754 652 2542 592 1973 1302 498 2070,solve_greedy,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
360 24 52110 2322 738 1587 1898 2902 1820 2466 2207 2603 1492 1425 1767 2938 686 997 2269 2343 2523 2954 276 1991 2536 2341 317 2129 27 1725 8 2922 1270 875 719 2546 178 2129 1054 2258 716 2409 2070 754 652 2542 592 1973 1302 498 2070,solve_dynamic_cost,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
361 24 49350 2063 1702 2632 2453 1813 602 2605 390 1914 2582 297 1591 947 2567 1940 224 548 5 741 55 1917 2131 1568 2470 1826 1908 2042 271 2840 1572 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52,solve_bruteforce,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
361 24 49350 2063 1702 2632 2453 1813 602 2605 390 1914 2582 297 1591 947 2567 1940 224 548 5 741 55 1917 2131 1568 2470 1826 1908 2042 271 2840 1572 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52,solve_branch_bound,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
361 24 49350 2063 1702 2632 2453 1813 602 2605 390 1914 2582 297 1591 947 2567 1940 224 548 5 741 55 1917 2131 1568 2470 1826 1908 2042 271 2840 1572 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52,solve_greedy,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
361 24 49350 2063 1702 2632 2453 1813 602 2605 390 1914 2582 297 1591 947 2567 1940 224 548 5 741 55 1917 2131 1568 2470 1826 1908 2042 271 2840 1572 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52,solve_dynamic_cost,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
362 24 47787 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007 2663 2901 1162 1605 1704 937 808 1113 2579 763 1310 1512 657 1623 2927 542 1916 190 1793 1079 1168 1605 2871 1461 2918 645 1038 934 1741 1960 2516 1178,solve_bruteforce,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
362 24 47787 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007 2663 2901 1162 1605 1704 937 808 1113 2579 763 1310 1512 657 1623 2927 542 1916 190 1793 1079 1168 1605 2871 1461 2918 645 1038 934 1741 1960 2516 1178,solve_branch_bound,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
362 24 47787 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007 2663 2901 1162 1605 1704 937 808 1113 2579 763 1310 1512 657 1623 2927 542 1916 190 1793 1079 1168 1605 2871 1461 2918 645 1038 934 1741 1960 2516 1178,solve_greedy,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
362 24 47787 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007 2663 2901 1162 1605 1704 937 808 1113 2579 763 1310 1512 657 1623 2927 542 1916 190 1793 1079 1168 1605 2871 1461 2918 645 1038 934 1741 1960 2516 1178,solve_dynamic_cost,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
363 24 57181 2136 1752 2647 2503 2928 1907 1734 881 1334 2075 1686 1025 2526 1893 1646 1233 2491 635 2678 1806 2740 1587 1478 2774 2990 434 2797 2234 1857 1995 2273 2384 2060 948 2574 752 808 2536 2127 2539 2734 2293 2458 2624 2983 2032 2774 1353,solve_bruteforce,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
363 24 57181 2136 1752 2647 2503 2928 1907 1734 881 1334 2075 1686 1025 2526 1893 1646 1233 2491 635 2678 1806 2740 1587 1478 2774 2990 434 2797 2234 1857 1995 2273 2384 2060 948 2574 752 808 2536 2127 2539 2734 2293 2458 2624 2983 2032 2774 1353,solve_branch_bound,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
363 24 57181 2136 1752 2647 2503 2928 1907 1734 881 1334 2075 1686 1025 2526 1893 1646 1233 2491 635 2678 1806 2740 1587 1478 2774 2990 434 2797 2234 1857 1995 2273 2384 2060 948 2574 752 808 2536 2127 2539 2734 2293 2458 2624 2983 2032 2774 1353,solve_greedy,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
363 24 57181 2136 1752 2647 2503 2928 1907 1734 881 1334 2075 1686 1025 2526 1893 1646 1233 2491 635 2678 1806 2740 1587 1478 2774 2990 434 2797 2234 1857 1995 2273 2384 2060 948 2574 752 808 2536 2127 2539 2734 2293 2458 2624 2983 2032 2774 1353,solve_dynamic_cost,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
364 24 55763 1652 2946 2227 2602 2645 1533 1483 2230 2863 146 1434 1501 1978 2095 2838 2787 2896 2128 2768 1431 2271 1549 2922 1611 2278 2490 2795 1748 2036 641 2032 2264 2717 1236 2059 1813 1205 1032 794 1932 2544 1752 2576 951 2650 769 1445 981,solve_bruteforce,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
364 24 55763 1652 2946 2227 2602 2645 1533 1483 2230 2863 146 1434 1501 1978 2095 2838 2787 2896 2128 2768 1431 2271 1549 2922 1611 2278 2490 2795 1748 2036 641 2032 2264 2717 1236 2059 1813 1205 1032 794 1932 2544 1752 2576 951 2650 769 1445 981,solve_branch_bound,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
364 24 55763 1652 2946 2227 2602 2645 1533 1483 2230 2863 146 1434 1501 1978 2095 2838 2787 2896 2128 2768 1431 2271 1549 2922 1611 2278 2490 2795 1748 2036 641 2032 2264 2717 1236 2059 1813 1205 1032 794 1932 2544 1752 2576 951 2650 769 1445 981,solve_greedy,-I 360 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.05 -c uni
